IOC, Valid From, Valid Until, Link
athene-usa.com,2024-02-19T00:00:00Z,2024-02-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--aba55b97-51c3-4162-8340-80eb78dc2a9e
45.76.65.42,2024-01-25T00:00:00Z,2024-01-28T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--0e0f0d03-4689-412e-8e60-391f77e2e60c
149.248.0.189,2024-01-24T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--1956d008-125f-4949-bd5f-929d264470b3
45.63.52.43,2024-01-19T00:00:00Z,2024-01-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--22001ba8-5c20-4b0a-873a-4cb1fee11257
104.207.153.50,2024-01-24T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--298c2286-a2dc-4737-99f8-e38cbcd60282
207.246.106.194,2024-01-28T00:00:00Z,2024-01-28T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--259fbceb-6dd9-4d4c-a1f7-e1691ea92af6
149.28.105.251,2024-02-09T00:00:00Z,2024-02-09T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--5bbe17af-c6a6-491e-9416-dbf265dc888f
195.35.10.222,2024-01-01T00:00:00Z,2024-01-02T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--af9952ec-c32a-4ad9-8e5d-4364bb0145f9
45.32.84.65,2024-01-09T00:00:00Z,2024-01-11T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--ef6a52ba-9390-4569-adbe-3645a520a5f6
144.202.114.128,2024-01-25T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--fc2ec42c-e258-4171-8c18-8e97a4b9e67d
216.128.128.163,2024-02-09T00:00:00Z,2024-02-11T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--ba3a428d-24b6-45a4-9ee1-fec6703ac425
149.28.66.216,2024-01-18T00:00:00Z,2024-01-21T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--742c5669-5bcb-4a82-9c2e-baf6af50b581
149.28.41.193,2024-02-08T00:00:00Z,2024-02-09T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--e7f08bea-5ece-47de-a55d-ed01c3978127
45.77.120.140,2024-01-10T00:00:00Z,2024-01-12T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--247f513d-c1c0-40d3-b7d2-ff7e2c5977bf
149.248.12.179,2024-02-07T00:00:00Z,2024-02-09T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--2e9be07e-2f24-4a73-a5fd-0c2dfee865c8
45.32.64.247,2024-01-24T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3774d287-494c-4594-acd2-e14f4f4e8430
140.82.29.65,2024-02-08T00:00:00Z,2024-02-09T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--fb8125f8-a328-4366-b8c3-bb10b2539ed4
207.246.102.242,2024-01-18T00:00:00Z,2024-01-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3728bd2c-f373-4b64-ba9a-39669739179b
108.61.86.177,2024-01-06T00:00:00Z,2024-01-08T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--22597447-881f-4b42-b63f-ca1e95bde7ce
149.28.80.155,2024-01-19T00:00:00Z,2024-01-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--ea9d2cde-ecc4-4bad-89f9-cadf4d38d5e4
162.33.178.245,2024-01-29T00:00:00Z,2024-01-29T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--bede11be-b268-4608-8610-ff024c8779a3
45.76.172.113,2024-01-24T00:00:00Z,2024-02-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a4ea72ea-eef3-404c-89eb-5c9e5700dbb2
45.32.66.91,2024-01-30T00:00:00Z,2024-01-31T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--99d8c59c-1296-493a-acbb-4ed36e7d958d
104.238.141.119,2024-01-08T00:00:00Z,2024-01-09T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--415501e8-23c8-42bc-ba78-95091a06acdb
45.63.53.99,2024-01-22T00:00:00Z,2024-01-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--b919deb4-6a25-464f-8aad-acc2f96de0be
45.63.54.8,2024-01-26T00:00:00Z,2024-01-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--347b1ec1-7582-443f-8af6-40ff82e24925
155.138.227.80,2024-02-08T00:00:00Z,2024-02-09T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--90213413-15a6-4df4-88e4-7cd10750f7da
2a02:4780:b:1342:0:238d:fa59:3,2024-01-02T00:00:00Z,2024-01-03T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--1bb378cd-70b3-496e-9595-5e14f3a7f4da
